Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,User Supplied ID,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Up Next,Position,Image URL,Activities,Source
Dashkumarcharit,,,,,Dandi,Dandi,,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,148,,,,, 110.00,Hindi,,,,,,9788170287711,0,2.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:15:22.974212050,,,,,,,zyPqWSzxOVoC,Hindi,0,0,,,,
Mahabhoj-Natak,,,,,Mannu Bhandari,"Bhandari, Mannu",,,,,,Rajkamal Prakashan,,2008/01/01,2008,,,,,"मन्नू भंडारी को इसका श्रेय जाना चाहिए कि उन्होंने अतिपरिचित परिस्थितियों के, इतने व्यापक फलक को, बिना किसी प्रचलित मुहावरे का शिकार हुए, समेट लिया है | इसी नाम से उनके चर्चित उपन्यास का यह नौ-दृश्यीय नट्यान्तरण अत्यंत यथार्थपरक और तर्कसंगत है | इस नाटक में हम समाज में सक्रिय अनेक ताकतों और गरीबों के जीवन पर उनके प्रभाव की परिणतियों को दृश्य-दर-दृश्य खुलते देखते हैं ...(मोहन) राकेश के बाद पहली बार हम इस नाटक में सुगठित संवादों का श्रवण-सुख भी पाते हैं | - राजेंद्र पॉल, 'महाभोज' सामाजिक यथार्थ का रूखा अंकन मात्र नहीं है, यह बहुत सोचे-समझे, रचनात्मक डिज़ाइन की उत्पत्ति है, साथ ही बहुत सघन भी | इस नाटक को उन राजनितिक नाट्य-रचनाओं में गिना जाएगा जो सिर्फ दर्शकों की भावनाओं और आक्रोश का दोहन मात्र नहीं करतीं, बल्कि यथार्थ की क्रूर और विचलित करने वाली छवि के शक्तिशाली प्रक्षेपण के द्वारा दर्शक की नैतिक संवेदना को चुनौती देती हैं और उन्हें अपने विवेक की खोज में प्रवृत्त करती हैं | - अग्नेश्का सोनी और सबसे ज्यादा यह उपन्यास/नाटक मन्नू भंडारी की संवेदनशील जागरूकता की एक दें है और नाटककारों की श्रेणी में उनके चिर-अभिपिसत आगमन का प्रमाण भी | - कविता नागपाल",,,,,,,,,,,111,,,,,300 ,Hindi,,,,,,9788171196463,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:15:48.919358015,,,,,,,Uucu7XLHDqgC,Hindi,0,0,,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550511707i/44051227._UY630_SR1200,630_.jpg",,
Dashkumarcharit,,,,,Dandi,Dandi,,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,148,,,,, 110.00,Hindi,,,,,,9788170287711,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:18:01.875916004,,,,,,,zyPqWSzxOVoC,Hindi,0,0,,,,
Vālmīki Rāmāyaṇa.,,,,,Vālmīki,Vālmīki,,,,,,,,,,,,,,,,,,,,,,,,,159,,,,, 125.00,Hindi,,,,,,9788170284901,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:18:18.171460032,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170284902.01Z.jpg,,
Media,,,,,Yuripidiz,Yuripidiz,,,,,,Vani Prakashan,,,2003,,,,,,,,,,,,,,,,48,,,,, 200.00,Hindi,,,,,,9788181430397,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:18:35.475695013,,,,,,,CCWnHWN0ldsC,Hindi,0,0,,,,
Lambi Kavita Bhookhand Tap Raha Hai,,Mūlakr̥ti va nāṭya rūpāntaraṇa kavi Candrakānta Devatāle,,,Swatantra Kumar Ojha,"Ojha, Swatantra Kumar",,,,,,Vani Prakashan,,2017/06/01,2017,,,,Juvenile Fiction,"Dramatic adaptation of 'Bhūkhanḍa tapa rahā hai', poem by author himself.",,,,,,,,,,,44,,,,,125 ,Hindi,,,,,,9789352290833,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:20:50.029880046,,,,,,,1UowDwAAQBAJ,Hindi,0,0,,,,
Siṃhāsana khālī hai,,,,,Suśīlakumāra Siṃha,"Siṃha, Suśīlakumāra",,,,,,Vāṇī Prakāśana,,,2010,,,,,,,,,,,,,,,,69,,,,, 100.00,Hindi,,,,,,9789350004616,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:22:32.136747956,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350004615.01Z.jpg,,
Siṃhāsana khālī hai,,,,,Suśīlakumāra Siṃha,"Siṃha, Suśīlakumāra",,,,,,Vāṇī Prakāśana,,,2010,,,,,,,,,,,,,,,,69,,,,, 100.00,Hindi,,,,,,9789350004616,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:22:52.304751038,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/9350004615.01Z.jpg,,
Hitopdesh,,,,,Narayan Pandit,"Pandit, Narayan",,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,116,,,,, 140.00,Hindi,,,,,,9788170282365,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:25:04.246153950,,,,,,,wZ33_v2PvxsC,Hindi,0,0,,,,
Dashkumarcharit,,,,,Dandi,Dandi,,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,148,,,,, 110.00,Hindi,,,,,,9788170287711,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:25:04.253357052,,,,,,,zyPqWSzxOVoC,Hindi,0,0,,,,
Hanoosh,,,,,Bhishma Sahni,"Sahni, Bhishma",,,,,,Rajkamal Prakashan Pvt. Limited,,2010/09/01,2010,,,,,"‘हानूश’ भीष्म साहनी का एक ऐसा नाटक है जिसमें कलाकार की सृजन की अदम्य  अकुलाहट और उसकी निरीहता को रूपायित किया गया है। धर्म और सत्ता के गठबन्धन  के साथ सामाजिक शक्तियों के संघर्ष की मार्मिक अभिव्यक्ति भी है यह अनमोल  नाटक ‘हानूश’। कलाकार के पारिवारिक तनावों का अनूठा अंकन हुआ है ‘हानूश’  में। इस नाटक में एक ऐसे कलकार को केन्द्रीय भूमिका मिली है जो शुरू में  ताला बनानेवाला एक सामान्य मिस्त्री   है, बाद में उसके दिमाग़ में घड़ी  बनाने का विचार उत्पन्न होता है और वह घड़ी बनाने में लग जाता है। विषम  परिस्थितियों से जूझता हुआ वह घड़ी बनाने के काम में लगातार सत्रह साल गुज़ार  देता है और अन्ततः इस लगन और कड़ी मेहनत के परिणामस्वरूप वह चेकोस्लोवाकिया  की पहली घड़ी बनाने में कामयाब होता है। उसकी बनाई गई घड़ी नगरपालिका की  मीनार पर लगाई जाती है लेकिन इतनी बड़ी सफलता के बाद कलाकार को क्या मिलता  है? बादशाह कलाकार की आँखें निकलवा लेता है, ताकि वह उस तरह की दूसरी घड़ी  नहीं बना सके। चेक-इतिहास की इस छोटी-सी घटना से भीष्म साहनी ने हिन्दी को  यह यादगार नाटक सौंपा है जो आज छह दशक बाद भी रंग-प्रेमियों के लिए यथार्थ  और आश्चर्य का एक सामंजस्य-सा प्रतीत होता है।",,,,,,,,,,,125,,,,, 150.00,Hindi,,,,,,9788126718801,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 14:26:16.560034036,,,,,,,h7TpuAugztAC,Hindi,0,0,,,,
Savdhan ! Dulhe Ki Talash Hai,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,,2013,,,,Juvenile Fiction,Play based on social theme; previously performed on stage.,,,,,,,,,,,102,,,,,195 ,Hindi,,,,,,9789350723470,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:04:54.708104968,,,,,,,gtFCDwAAQBAJ,Hindi,0,0,,http://www.vaniprakashan.in/prod_pic/large/6958.jpg,,
Savdhan ! Dulhe Ki Talash Hai,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,,2013,,,,Juvenile Fiction,Play based on social theme; previously performed on stage.,,,,,,,,,,,102,,,,,195 ,Hindi,,,,,,9789350723470,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:05:31.293866038,,,,,,,gtFCDwAAQBAJ,Hindi,0,0,,http://www.vaniprakashan.in/prod_pic/large/6958.jpg,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:08:40.940315961,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:08:58.660112023,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:09:19.128232955,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:09:35.572512984,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:09:59.211843013,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:10:15.628746986,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:10:33.113911032,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Ghasiram Kotwal,,,,,Vijay Tendulker,"Tendulker, Vijay",,,,,,Rajkamal Prakashan,,2008/09/01,2008,,,,,,,,,,,,,,,,98,,,,, 99.00,Hindi,,,,,,9788126713455,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:10:50.112125992,,,,,,,gkKh67MUCqgC,Hindi,0,0,,,,
Mom Ka Ghronda Chidiya Ka,,,,,Vijya Tenduklkar,"Tenduklkar, Vijya",,,,,,Vani Prakashan,,2013/05/05,2013,,,,,Play based on social theme; previously performed on stage.,,,,,,,,,,,80,,,,,125 ,Hindi,,,,,,9789350723074,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:11:42.895570039,,,,,,,FoMkDwAAQBAJ,Hindi,0,0,,,,
Bhalya Kaka,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/04/01,2014,,,,,Play based on social themes.,,,,,,,,,,,68,,,,, 150.00,Hindi,,,,,,9789350723050,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:13:31.323765039,,,,,,,3zDODgAAQBAJ,Hindi,0,0,,,,
Swapnvasavadutta Aur Pratigya Yaugandhrayan,,,,,Bhaas,Bhaas,,,,,,Rajpal & Sons,,,2013,,,,,Collection of two Sanskrit plays by Bhaas.,,,,,,,,,,,96,,,,, 125.00,Hindi,,,,,,9788170287773,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:15:30.522601008,,,,,,,8H7zMshv5k4C,Hindi,0,0,,,,
Lambi Kavita Bhookhand Tap Raha Hai,,Mūlakr̥ti va nāṭya rūpāntaraṇa kavi Candrakānta Devatāle,,,Swatantra Kumar Ojha,"Ojha, Swatantra Kumar",,,,,,Vani Prakashan,,2017/06/01,2017,,,,Juvenile Fiction,"Dramatic adaptation of 'Bhūkhanḍa tapa rahā hai', poem by author himself.",,,,,,,,,,,44,,,,,125 ,Hindi,,,,,,9789352290833,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:15:54.207044959,,,,,,,1UowDwAAQBAJ,Hindi,0,0,,,,
Kauṭilya arthaśāstra,,"Cāṇakya-racita prasiddha grantha ""arthaśāstra"" kā saṃkṣipta hindī rūpāṃtara",,,Kauṭilya.,Kauṭilya.,,,,,,Rājapāla,,,2001,,,,,,,,,,,,,,,,,,,,, 140.00,Hindi,,,,,,9788170282105,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:16:24.657407999,,,,,,,,Hindi,0,0,,http://images.amazon.com/images/P/8170282101.01Z.jpg,,
Teen puraskrit natak,,,,,Vibhā Rānī,"Rānī, Vibhā",,,,,,Vani Prakashan,,,2002,,,,Hindi drama,,,,,,,,,,,,128,,,,, 200.00,Hindi,,,,2003306608,,9788170551317,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:20:21.055412054,,,,,,,FgQ8HbURIJEC,Hindi,0,0,,,,
Zaharīlī havā,,mūla Aṅgrejī nāṭaka 'Bhopal' kā anuvāda,,,Rahul Varma,"Varma, Rahul",,,,,,Vani Prakashan,,,2004,,,,,"Play based on the Bhopal gas tragedy, the worst industrial disaster in human history of Bhopal, India, 1984.",,,,,,,,,,,116,,,,, 125.00,Hindi,,,,,,9788181432308,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:22:10.938657045,,,,,,,gZW_wwEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8181432304.01Z.jpg,,
Zaharīlī havā,,mūla Aṅgrejī nāṭaka 'Bhopal' kā anuvāda,,,Rahul Varma,"Varma, Rahul",,,,,,Vani Prakashan,,,2004,,,,,"Play based on the Bhopal gas tragedy, the worst industrial disaster in human history of Bhopal, India, 1984.",,,,,,,,,,,116,,,,, 125.00,Hindi,,,,,,9788181432308,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:22:40.346146941,,,,,,,gZW_wwEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8181432304.01Z.jpg,,
Zaharīlī havā,,mūla Aṅgrejī nāṭaka 'Bhopal' kā anuvāda,,,Rahul Varma,"Varma, Rahul",,,,,,Vani Prakashan,,,2004,,,,,"Play based on the Bhopal gas tragedy, the worst industrial disaster in human history of Bhopal, India, 1984.",,,,,,,,,,,116,,,,, 125.00,Hindi,,,,,,9788181432308,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:22:55.257588982,,,,,,,gZW_wwEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8181432304.01Z.jpg,,
Zaharīlī havā,,mūla Aṅgrejī nāṭaka 'Bhopal' kā anuvāda,,,Rahul Varma,"Varma, Rahul",,,,,,Vani Prakashan,,,2004,,,,,"Play based on the Bhopal gas tragedy, the worst industrial disaster in human history of Bhopal, India, 1984.",,,,,,,,,,,116,,,,, 125.00,Hindi,,,,,,9788181432308,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:23:15.760854959,,,,,,,gZW_wwEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8181432304.01Z.jpg,,
पचरंगी,,,,,हबीब तनवीर,"तनवीर, हबीब",,,,,,Vani Prakashan,,,2008,,,,,Collection of five one-act plays of Habib Tanvir.,,,,,,,,,,,80,,,,, 175.00,Hindi,,,,,,9788181432544,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:24:12.850455045,,,,,,,rLwDFFETMsQC,Hindi,0,0,,,,
Hansini,,,,,Anton Chekhov,"Chekhov, Anton",,,,,,Rajkamal Prakashan,,2001/01/01,2001,,,,,"हंसनी मुख्य रूप से कलाकारों के अपने रचनात्मक और व्यक्तिगत जीवन के बीच तालमेल न बैठा पाने कि पीढ़ी का लेखा-जोखा है ! प्रतिष्ठित अभिनेत्री आर्कदीना स्थापित और लोकप्रिय लेखक त्रिगोरिन के प्रेम के बिना जिन्दा नहीं रह सकती ! त्रिगोरिन रचना-कर्म को बेहद नीरस पाता है, मगर लिखने के लिए अभिशप्त है ! उसे अपनी जड़ता तोड़ने के लिए हर बार नई उत्तेजना कि तलाश है और इसकी शिकार होती है - नीना अर्थात आर्कदीना के पुत्र तेपलेव कि प्रेमिका ! दोनों को नाटक और लेखन कि, यानी जीवन के नए मुहावरों की तलाश है ! इस जटिल और उलझी हुई थीम को जिस खूबसूरती से चेखव ने नाटक का रूप दिया है वह पूरी दुनिया के नाटकों के इतिहास में अभूतपूर्व है ! इस सन्दर्भ में अनुवादक राजेंद्र यादव का कथन है : चेखव कि रचनाओं कि आत्मीयता, करूणा और ख़ास किस्म की निराश उदासी (लगभग आत्मदय जैसी) मुझे बहुत छूती है ! मैं उसके प्रभाव से लगभग मोहाच्छन्न था ! उसी श्रद्धा से मैंने इस नाटकों को हाथ लगाया था ! रूसी भाषा नहीं जनता था, मगर अधिक से अधिक ईमानदारी से उसके नाटकों कि मौलिक शक्ति तक पहुँचाना चाहता था ! इसलिए तीन अन्ग्रेजिफ्क्ल अनुवादों को सामने रखकर एक-एक वाक्य पढता और मूल को पकड़ने कि कोशिश करता ! आधार बनाया मॉस्को के अनुवाद को ! बाद में सुना, अनुवादों को पाठकों ने पसंद किया, अनेक रंग-संस्थानों और रेडियो इत्यादि ने इन्हें अपनाया, पाठ्यक्रम में भी उन्हें लिया गया !",,,,,,,,,,,94,,,,,300 ,Hindi,,,,,,9788171196326,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:28:23.390944004,,,,,,,3A8FOC22CP4C,Hindi,0,0,,,,
बिच्छू,,,,,वासी ख़ान,"ख़ान, वासी",,,,,,Vani Prakashan,,,2006,,,,,"An adaptation (by the author) of Molière's play, Scorpio; work erronously appears as translation.",,,,,,,,,,,63,,,,, 175.00,Hindi,,,,,,9788181435378,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:29:50.379088044,,,,,,,oN_9v3fdRpkC,Hindi,0,0,,,,
Uttararamcharita,,,,,Bhavbhooti,Bhavbhooti,,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,100,,,,, 140.00,Hindi,,,,,,9788170287797,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:31:19.599820017,,,,,,,StIi6DucfOwC,Hindi,0,0,,,,
Vikramorvashi Aur Malvikagnimitra,,,,,Kalidas,Kalidas,,,,,,Rajpal & Sons,,,,,,,,,,,,,,,,,,,156,,,,, 125.00,Hindi,,,,,,9788170287766,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:31:41.068441033,,,,,,,Fu4YuOvUa2gC,Hindi,0,0,,,,
Mahabhoj-Natak,,,,,Mannu Bhandari,"Bhandari, Mannu",,,,,,Rajkamal Prakashan,,2008/01/01,2008,,,,,"मन्नू भंडारी को इसका श्रेय जाना चाहिए कि उन्होंने अतिपरिचित परिस्थितियों के, इतने व्यापक फलक को, बिना किसी प्रचलित मुहावरे का शिकार हुए, समेट लिया है | इसी नाम से उनके चर्चित उपन्यास का यह नौ-दृश्यीय नट्यान्तरण अत्यंत यथार्थपरक और तर्कसंगत है | इस नाटक में हम समाज में सक्रिय अनेक ताकतों और गरीबों के जीवन पर उनके प्रभाव की परिणतियों को दृश्य-दर-दृश्य खुलते देखते हैं ...(मोहन) राकेश के बाद पहली बार हम इस नाटक में सुगठित संवादों का श्रवण-सुख भी पाते हैं | - राजेंद्र पॉल, 'महाभोज' सामाजिक यथार्थ का रूखा अंकन मात्र नहीं है, यह बहुत सोचे-समझे, रचनात्मक डिज़ाइन की उत्पत्ति है, साथ ही बहुत सघन भी | इस नाटक को उन राजनितिक नाट्य-रचनाओं में गिना जाएगा जो सिर्फ दर्शकों की भावनाओं और आक्रोश का दोहन मात्र नहीं करतीं, बल्कि यथार्थ की क्रूर और विचलित करने वाली छवि के शक्तिशाली प्रक्षेपण के द्वारा दर्शक की नैतिक संवेदना को चुनौती देती हैं और उन्हें अपने विवेक की खोज में प्रवृत्त करती हैं | - अग्नेश्का सोनी और सबसे ज्यादा यह उपन्यास/नाटक मन्नू भंडारी की संवेदनशील जागरूकता की एक दें है और नाटककारों की श्रेणी में उनके चिर-अभिपिसत आगमन का प्रमाण भी | - कविता नागपाल",,,,,,,,,,,111,,,,,300 ,Hindi,,,,,,9788171196463,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:32:02.018100976,,,,,,,Uucu7XLHDqgC,Hindi,0,0,,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550511707i/44051227._UY630_SR1200,630_.jpg",,
Mom Ka Ghronda Chidiya Ka,,,,,Vijya Tenduklkar,"Tenduklkar, Vijya",,,,,,Vani Prakashan,,2013/05/05,2013,,,,,Play based on social theme; previously performed on stage.,,,,,,,,,,,80,,,,,125 ,Hindi,,,,,,9789350723074,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:36:07.897614955,,,,,,,FoMkDwAAQBAJ,Hindi,0,0,,,,
Bheetari Deewaren,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/05/01,2014,,,,,Play based on social themes.,,,,,,,,,,,88,,,,,150 ,Hindi,,,,,,9789350723081,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:36:37.964128971,,,,,,,iM_PDgAAQBAJ,Hindi,0,0,,,,
Ek Ziddi Ladki,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/10/14,2014,,,,,,,,,,,,,,,,102,,,,,250 ,Hindi,,,,,,9789350001820,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:38:10.951418042,,,,,,,soPWDgAAQBAJ,Hindi,0,0,,,,
Sūryāsta ke pahale tathā anya nāṭaka,,,,,Mr̥dulā Bihārī,"Bihārī, Mr̥dulā",,,,,,Vani Prakashan,,,1996,,,,,,,,,,,,,,,,158,,,,, 250.00,Hindi,,,,97900438,,9788170554844,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:39:15.508000969,,,,,,,nCij3z9e1TcC,Hindi,0,0,,,,
Ek Ziddi Ladki,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/10/14,2014,,,,,,,,,,,,,,,,102,,,,,250 ,Hindi,,,,,,9789350001820,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:40:17.857663035,,,,,,,soPWDgAAQBAJ,Hindi,0,0,,,,
Ek Ziddi Ladki,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/10/14,2014,,,,,,,,,,,,,,,,102,,,,,250 ,Hindi,,,,,,9789350001820,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:40:40.163292050,,,,,,,soPWDgAAQBAJ,Hindi,0,0,,,,
Ek Ziddi Ladki,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/10/14,2014,,,,,,,,,,,,,,,,102,,,,,250 ,Hindi,,,,,,9789350001820,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:41:41.778174042,,,,,,,soPWDgAAQBAJ,Hindi,0,0,,,,
Zaharīlī havā,,mūla Aṅgrejī nāṭaka 'Bhopal' kā anuvāda,,,Rahul Varma,"Varma, Rahul",,,,,,Vani Prakashan,,,2004,,,,,"Play based on the Bhopal gas tragedy, the worst industrial disaster in human history of Bhopal, India, 1984.",,,,,,,,,,,116,,,,, 125.00,Hindi,,,,,,9788181432308,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:44:28.356256008,,,,,,,gZW_wwEACAAJ,Hindi,0,0,,http://images.amazon.com/images/P/8181432304.01Z.jpg,,
जायज़ हत्यारे,,अल्वेयर कामू के नाटक 'द जस्ट एसासिन्स' का हिन्दी रूपान्तर,,,Albyar Kamu,"Kamu, Albyar",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,62,,,,, 150.00,Hindi,,,,,,9788170559849,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:44:57.045405030,,,,,,,N1_xD2z69aEC,Hindi,0,0,,,,
जायज़ हत्यारे,,अल्वेयर कामू के नाटक 'द जस्ट एसासिन्स' का हिन्दी रूपान्तर,,,Albyar Kamu,"Kamu, Albyar",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,62,,,,, 150.00,Hindi,,,,,,9788170559849,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:45:21.878304004,,,,,,,N1_xD2z69aEC,Hindi,0,0,,,,
जायज़ हत्यारे,,अल्वेयर कामू के नाटक 'द जस्ट एसासिन्स' का हिन्दी रूपान्तर,,,Albyar Kamu,"Kamu, Albyar",,,,,,Vani Prakashan,,,2002,,,,,,,,,,,,,,,,62,,,,, 150.00,Hindi,,,,,,9788170559849,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:45:42.096598029,,,,,,,N1_xD2z69aEC,Hindi,0,0,,,,
Bheetari Deewaren,,,,,Vijay Tendulkar,"Tendulkar, Vijay",,,,,,Vani Prakashan,,2014/05/01,2014,,,,,Play based on social themes.,,,,,,,,,,,88,,,,,150 ,Hindi,,,,,,9789350723081,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:47:32.185353040,,,,,,,iM_PDgAAQBAJ,Hindi,0,0,,,,
Mom Ka Ghronda Chidiya Ka,,,,,Vijya Tenduklkar,"Tenduklkar, Vijya",,,,,,Vani Prakashan,,2013/05/05,2013,,,,,Play based on social theme; previously performed on stage.,,,,,,,,,,,80,,,,,125 ,Hindi,,,,,,9789350723074,0,0.000000,,Unread,,,,,,,,0,,,,2020/07/28 15:47:56.542850971,,,,,,,FoMkDwAAQBAJ,Hindi,0,0,,,,
